ID_Accident,Rue,Cause,Type_Vehicule,Profession_Conducteur,Gravite,Heure,Age_Conducteur,Sexe_Conducteur,Date,Annee,Mois,Mois_Nom,Jour_Semaine,Latitude,Longitude,Conditions_Meteo
ACC-01202,Carrefour Poste Centrale,Non-respect des priorités,Véhicule tourisme,Transporteur,Dommages matériels,18,44,Homme,2020-08-02,2020,8,August,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-01203,Carrefour Poste Centrale,Excès de vitesse,Moto,Particulier,Dommages matériels,1,51,Homme,2020-04-27,2020,4,April,Lundi,3.861742800875151,11.520971943019246,Clair
ACC-01204,Carrefour J'aime mon pays,Défaillance technique,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,4,32,Homme,2020-08-14,2020,8,August,Vendredi,3.8659711733356867,11.515636718507722,Clair
ACC-01205,Carrefour Pharmacie du Soleil,Infrastructure déficiente,Véhicule tourisme,Particulier,Blessures corporelles,7,28,Homme,2022-06-09,2022,6,June,Jeudi,3.8671058413609636,11.516773975142678,Clair
ACC-01206,Avenue de l'Indépendance,Défaillance technique,Moto,Particulier,Blessures corporelles,17,20,Femme,2021-03-19,2021,3,March,Vendredi,3.863,11.521,Clair
ACC-01207,Avenue Amadou Ahidjo,Utilisation du téléphone,Véhicule tourisme,Particulier,Dommages matériels,12,54,Homme,2021-07-02,2021,7,July,Vendredi,3.866,11.518,Clair
ACC-01208,Boulevard du 20 Mai,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,15,31,Homme,2022-04-08,2022,4,April,Vendredi,3.864269053436714,11.517238307980946,Clair
ACC-01209,Carrefour J'aime mon pays,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,10,24,Homme,2024-06-19,2024,6,June,Mercredi,3.8659711733356867,11.515636718507722,Clair
ACC-01210,Rue de Natchigal,Infrastructure déficiente,Véhicule tourisme,Particulier,Dommages matériels,19,46,Homme,2024-07-13,2024,7,July,Samedi,3.862,11.519,Pluie
ACC-01211,Boulevard du 20 Mai,Excès de vitesse,Taxi,Transporteur,Dommages matériels,16,29,Femme,2023-12-31,2023,12,December,Dimanche,3.864269053436714,11.517238307980946,Clair
ACC-01212,Carrefour Pharmacie du Soleil,Utilisation du téléphone,Véhicule tourisme,Particulier,Dommages matériels,16,18,Homme,2020-01-12,2020,1,January,Dimanche,3.8671058413609636,11.516773975142678,Pluie
ACC-01213,Carrefour Poste Centrale,Utilisation du téléphone,Véhicule tourisme,Particulier,Dommages matériels,6,21,Homme,2023-02-19,2023,2,February,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-01214,Avenue de l'Indépendance,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,8,36,Homme,2024-04-19,2024,4,April,Vendredi,3.863,11.521,Pluie
ACC-01215,Avenue Amadou Ahidjo,Infrastructure déficiente,Véhicule utilitaire,Autre,Blessures corporelles,18,18,Homme,2021-05-03,2021,5,May,Lundi,3.866,11.518,Clair
ACC-01216,Carrefour J'aime mon pays,Excès de vitesse,Moto,Transporteur,Dommages matériels,11,33,Homme,2023-06-28,2023,6,June,Mercredi,3.8659711733356867,11.515636718507722,Nuit
ACC-01217,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,18,22,Femme,2021-08-01,2021,8,August,Dimanche,3.861742800875151,11.520971943019246,Pluie
ACC-01218,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,20,20,Femme,2024-02-14,2024,2,February,Mercredi,3.866,11.518,Clair
ACC-01219,Avenue Amadou Ahidjo,Conduite en état d'ébriété,Véhicule tourisme,Autre,Dommages matériels,22,27,Homme,2024-04-22,2024,4,April,Lundi,3.866,11.518,Clair
ACC-01220,Carrefour J'aime mon pays,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,18,37,Homme,2023-07-27,2023,7,July,Jeudi,3.8659711733356867,11.515636718507722,Pluie
ACC-01221,Rue de Natchigal,Excès de vitesse,Véhicule utilitaire,Particulier,Dommages matériels,16,39,Homme,2022-01-11,2022,1,January,Mardi,3.862,11.519,Nuit
ACC-01222,Carrefour Poste Centrale,Défaillance technique,Véhicule utilitaire,Transporteur,Dommages matériels,17,48,Homme,2023-09-22,2023,9,September,Vendredi,3.861742800875151,11.520971943019246,Clair
ACC-01223,Boulevard du 20 Mai,Infrastructure déficiente,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,17,23,Homme,2020-06-16,2020,6,June,Mardi,3.864269053436714,11.517238307980946,Clair
ACC-01224,Rue de Natchigal,Excès de vitesse,Véhicule tourisme,Particulier,Blessures corporelles,18,55,Homme,2022-08-18,2022,8,August,Jeudi,3.862,11.519,Clair
ACC-01225,Boulevard du 20 Mai,Conduite en état d'ébriété,Véhicule tourisme,Autre,Dommages matériels,14,75,Homme,2023-09-13,2023,9,September,Mercredi,3.864269053436714,11.517238307980946,Clair
ACC-01226,Avenue Amadou Ahidjo,Infrastructure déficiente,Taxi,Particulier,Dommages matériels,16,28,Homme,2023-06-23,2023,6,June,Vendredi,3.866,11.518,Clair
ACC-01227,Boulevard du 20 Mai,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,15,18,Homme,2024-06-02,2024,6,June,Dimanche,3.864269053436714,11.517238307980946,Clair
ACC-01228,Carrefour J'aime mon pays,Excès de vitesse,Bus,Chauffeur professionnel,Blessures corporelles,19,18,Homme,2024-07-07,2024,7,July,Dimanche,3.8659711733356867,11.515636718507722,Clair
ACC-01229,Rue de Natchigal,Excès de vitesse,Véhicule utilitaire,Particulier,Dommages matériels,20,27,Homme,2023-08-17,2023,8,August,Jeudi,3.862,11.519,Clair
ACC-01230,Boulevard du 20 Mai,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,18,24,Homme,2024-10-18,2024,10,October,Vendredi,3.864269053436714,11.517238307980946,Pluie
ACC-01231,Rue de Natchigal,Excès de vitesse,Taxi,Chauffeur professionnel,Dommages matériels,3,35,Homme,2020-07-18,2020,7,July,Samedi,3.862,11.519,Pluie
ACC-01232,Carrefour J'aime mon pays,Infrastructure déficiente,Moto,Particulier,Dommages matériels,17,42,Homme,2024-03-03,2024,3,March,Dimanche,3.8659711733356867,11.515636718507722,Clair
ACC-01233,Carrefour J'aime mon pays,Conduite en état d'ébriété,Taxi,Particulier,Dommages matériels,19,18,Homme,2022-05-13,2022,5,May,Vendredi,3.8659711733356867,11.515636718507722,Brouillard
ACC-01234,Carrefour Poste Centrale,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,17,32,Homme,2022-01-23,2022,1,January,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-01235,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,17,27,Homme,2022-11-02,2022,11,November,Mercredi,3.866,11.518,Clair
ACC-01236,Boulevard du 20 Mai,Conduite en état d'ébriété,Moto,Autre,Dommages matériels,18,65,Femme,2023-10-21,2023,10,October,Samedi,3.864269053436714,11.517238307980946,Pluie
ACC-01237,Rue de Natchigal,Non-respect des priorités,Taxi,Particulier,Dommages matériels,5,18,Homme,2024-10-08,2024,10,October,Mardi,3.862,11.519,Pluie
ACC-01238,Carrefour Pharmacie du Soleil,Utilisation du téléphone,Véhicule utilitaire,Chauffeur professionnel,Blessures corporelles,4,23,Homme,2022-02-12,2022,2,February,Samedi,3.8671058413609636,11.516773975142678,Brouillard
ACC-01239,Rue de Natchigal,Utilisation du téléphone,Moto,Chauffeur professionnel,Dommages matériels,18,35,Homme,2020-04-06,2020,4,April,Lundi,3.862,11.519,Clair
ACC-01240,Carrefour Poste Centrale,Non-respect des priorités,Moto,Particulier,Dommages matériels,19,23,Homme,2020-03-11,2020,3,March,Mercredi,3.861742800875151,11.520971943019246,Clair
ACC-01241,Rue de Natchigal,Défaillance technique,Moto,Particulier,Dommages matériels,17,51,Homme,2022-09-19,2022,9,September,Lundi,3.862,11.519,Pluie
ACC-01242,Avenue de l'Indépendance,Utilisation du téléphone,Véhicule tourisme,Particulier,Blessures corporelles,2,19,Femme,2024-10-31,2024,10,October,Jeudi,3.863,11.521,Clair
ACC-01243,Avenue de l'Indépendance,Utilisation du téléphone,Taxi,Particulier,Dommages matériels,0,21,Homme,2020-12-22,2020,12,December,Mardi,3.863,11.521,Clair
ACC-01244,Avenue de l'Indépendance,Excès de vitesse,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,17,53,Femme,2022-03-22,2022,3,March,Mardi,3.863,11.521,Clair
ACC-01245,Avenue de l'Indépendance,Excès de vitesse,Véhicule utilitaire,Particulier,Dommages matériels,0,18,Homme,2021-06-27,2021,6,June,Dimanche,3.863,11.521,Clair
ACC-01246,Avenue Amadou Ahidjo,Excès de vitesse,Taxi,Particulier,Dommages matériels,18,47,Homme,2023-06-27,2023,6,June,Mardi,3.866,11.518,Clair
ACC-01247,Carrefour Poste Centrale,Non-respect des priorités,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,19,28,Homme,2020-09-10,2020,9,September,Jeudi,3.861742800875151,11.520971943019246,Clair
ACC-01248,Carrefour Poste Centrale,Conduite en état d'ébriété,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,14,25,Homme,2024-11-29,2024,11,November,Vendredi,3.861742800875151,11.520971943019246,Clair
ACC-01249,Rue de Natchigal,Conduite en état d'ébriété,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,17,27,Homme,2023-04-20,2023,4,April,Jeudi,3.862,11.519,Clair
ACC-01250,Avenue Amadou Ahidjo,Défaillance technique,Véhicule tourisme,Chauffeur professionnel,Blessures corporelles,17,18,Homme,2022-09-14,2022,9,September,Mercredi,3.866,11.518,Clair
ACC-01251,Avenue de l'Indépendance,Défaillance technique,Taxi,Particulier,Dommages matériels,17,48,Homme,2023-04-04,2023,4,April,Mardi,3.863,11.521,Clair
ACC-01252,Carrefour Pharmacie du Soleil,Défaillance technique,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,19,37,Homme,2020-01-04,2020,1,January,Samedi,3.8671058413609636,11.516773975142678,Brouillard
ACC-01253,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Particulier,Blessures corporelles,2,48,Homme,2024-01-26,2024,1,January,Vendredi,3.861742800875151,11.520971943019246,Clair
ACC-01254,Carrefour Poste Centrale,Non-respect des priorités,Véhicule tourisme,Chauffeur professionnel,Blessures corporelles,3,52,Homme,2020-05-24,2020,5,May,Dimanche,3.861742800875151,11.520971943019246,Brouillard
ACC-01255,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule tourisme,Autre,Dommages matériels,13,43,Femme,2020-06-13,2020,6,June,Samedi,3.866,11.518,Clair
ACC-01256,Boulevard du 20 Mai,Excès de vitesse,Taxi,Autre,Mortels,18,18,Homme,2020-12-09,2020,12,December,Mercredi,3.864269053436714,11.517238307980946,Clair
ACC-01257,Carrefour J'aime mon pays,Excès de vitesse,Taxi,Chauffeur professionnel,Dommages matériels,16,20,Homme,2023-02-02,2023,2,February,Jeudi,3.8659711733356867,11.515636718507722,Clair
ACC-01258,Carrefour Pharmacie du Soleil,Excès de vitesse,Véhicule utilitaire,Particulier,Dommages matériels,21,47,Homme,2024-04-20,2024,4,April,Samedi,3.8671058413609636,11.516773975142678,Clair
ACC-01259,Carrefour Poste Centrale,Conduite en état d'ébriété,Moto,Chauffeur professionnel,Blessures corporelles,15,35,Homme,2023-08-30,2023,8,August,Mercredi,3.861742800875151,11.520971943019246,Clair
ACC-01260,Avenue Kennedy,Défaillance technique,Véhicule tourisme,Particulier,Dommages matériels,11,44,Homme,2023-04-07,2023,4,April,Vendredi,3.8642101789934955,11.520199466831677,Clair
ACC-01261,Carrefour J'aime mon pays,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,8,33,Homme,2021-06-03,2021,6,June,Jeudi,3.8659711733356867,11.515636718507722,Pluie
ACC-01262,Avenue de l'Indépendance,Utilisation du téléphone,Moto,Particulier,Dommages matériels,14,28,Homme,2022-07-14,2022,7,July,Jeudi,3.863,11.521,Clair
ACC-01263,Carrefour J'aime mon pays,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,21,44,Homme,2024-06-09,2024,6,June,Dimanche,3.8659711733356867,11.515636718507722,Pluie
ACC-01264,Carrefour Pharmacie du Soleil,Excès de vitesse,Bus,Autre,Dommages matériels,17,18,Homme,2023-12-30,2023,12,December,Samedi,3.8671058413609636,11.516773975142678,Pluie
ACC-01265,Carrefour Poste Centrale,Conduite en état d'ébriété,Moto,Chauffeur professionnel,Dommages matériels,18,30,Femme,2021-08-31,2021,8,August,Mardi,3.861742800875151,11.520971943019246,Clair
ACC-01266,Carrefour Poste Centrale,Excès de vitesse,Taxi,Transporteur,Blessures corporelles,11,35,Femme,2021-05-26,2021,5,May,Mercredi,3.861742800875151,11.520971943019246,Brouillard
ACC-01267,Boulevard du 20 Mai,Non-respect des priorités,Bus,Transporteur,Dommages matériels,15,38,Femme,2021-02-12,2021,2,February,Vendredi,3.864269053436714,11.517238307980946,Pluie
ACC-01268,Carrefour Pharmacie du Soleil,Conduite en état d'ébriété,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,16,18,Homme,2021-03-11,2021,3,March,Jeudi,3.8671058413609636,11.516773975142678,Nuit
ACC-01269,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule tourisme,Particulier,Blessures corporelles,20,18,Homme,2023-08-31,2023,8,August,Jeudi,3.866,11.518,Clair
ACC-01270,Carrefour J'aime mon pays,Excès de vitesse,Taxi,Chauffeur professionnel,Dommages matériels,18,29,Homme,2021-06-25,2021,6,June,Vendredi,3.8659711733356867,11.515636718507722,Brouillard
ACC-01271,Avenue Amadou Ahidjo,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,14,34,Homme,2021-09-04,2021,9,September,Samedi,3.866,11.518,Brouillard
ACC-01272,Rue de Natchigal,Défaillance technique,Moto,Particulier,Dommages matériels,18,58,Homme,2024-05-21,2024,5,May,Mardi,3.862,11.519,Pluie
ACC-01273,Avenue de l'Indépendance,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,18,21,Homme,2022-06-18,2022,6,June,Samedi,3.863,11.521,Clair
ACC-01274,Carrefour Poste Centrale,Utilisation du téléphone,Taxi,Particulier,Dommages matériels,15,27,Femme,2022-12-22,2022,12,December,Jeudi,3.861742800875151,11.520971943019246,Nuit
ACC-01275,Carrefour Pharmacie du Soleil,Non-respect des priorités,Taxi,Autre,Dommages matériels,3,58,Homme,2022-11-21,2022,11,November,Lundi,3.8671058413609636,11.516773975142678,Nuit
ACC-01276,Carrefour Poste Centrale,Infrastructure déficiente,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,18,50,Homme,2024-06-10,2024,6,June,Lundi,3.861742800875151,11.520971943019246,Pluie
ACC-01277,Carrefour J'aime mon pays,Défaillance technique,Véhicule tourisme,Autre,Dommages matériels,21,18,Homme,2023-05-19,2023,5,May,Vendredi,3.8659711733356867,11.515636718507722,Clair
ACC-01278,Rue de Natchigal,Non-respect des priorités,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,7,45,Homme,2024-01-26,2024,1,January,Vendredi,3.862,11.519,Brouillard
ACC-01279,Carrefour Poste Centrale,Non-respect des priorités,Moto,Transporteur,Blessures corporelles,18,47,Homme,2021-07-16,2021,7,July,Vendredi,3.861742800875151,11.520971943019246,Clair
ACC-01280,Carrefour Pharmacie du Soleil,Défaillance technique,Véhicule tourisme,Particulier,Dommages matériels,16,37,Homme,2021-07-28,2021,7,July,Mercredi,3.8671058413609636,11.516773975142678,Clair
ACC-01281,Avenue Amadou Ahidjo,Conduite en état d'ébriété,Moto,Chauffeur professionnel,Dommages matériels,16,18,Homme,2023-01-08,2023,1,January,Dimanche,3.866,11.518,Nuit
ACC-01282,Avenue Amadou Ahidjo,Excès de vitesse,Taxi,Autre,Dommages matériels,18,26,Homme,2022-10-18,2022,10,October,Mardi,3.866,11.518,Brouillard
ACC-01283,Rue Narvick,Excès de vitesse,Véhicule utilitaire,Particulier,Mortels,13,25,Homme,2020-12-08,2020,12,December,Mardi,3.8654733025149355,11.519040752498785,Nuit
ACC-01284,Carrefour Poste Centrale,Défaillance technique,Véhicule utilitaire,Particulier,Dommages matériels,14,42,Homme,2023-06-09,2023,6,June,Vendredi,3.861742800875151,11.520971943019246,Clair
ACC-01285,Carrefour J'aime mon pays,Utilisation du téléphone,Véhicule tourisme,Particulier,Blessures corporelles,5,28,Homme,2021-09-04,2021,9,September,Samedi,3.8659711733356867,11.515636718507722,Clair
ACC-01286,Carrefour Pharmacie du Soleil,Excès de vitesse,Taxi,Particulier,Dommages matériels,4,31,Homme,2020-05-08,2020,5,May,Vendredi,3.8671058413609636,11.516773975142678,Nuit
ACC-01287,Carrefour Poste Centrale,Non-respect des priorités,Moto,Particulier,Blessures corporelles,19,25,Homme,2022-11-08,2022,11,November,Mardi,3.861742800875151,11.520971943019246,Clair
ACC-01288,Boulevard du 20 Mai,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,16,18,Homme,2020-12-22,2020,12,December,Mardi,3.864269053436714,11.517238307980946,Pluie
ACC-01289,Carrefour Poste Centrale,Excès de vitesse,Bus,Chauffeur professionnel,Dommages matériels,17,73,Homme,2023-12-13,2023,12,December,Mercredi,3.861742800875151,11.520971943019246,Clair
ACC-01290,Carrefour Poste Centrale,Infrastructure déficiente,Taxi,Particulier,Dommages matériels,22,41,Homme,2022-08-16,2022,8,August,Mardi,3.861742800875151,11.520971943019246,Clair
ACC-01291,Boulevard du 20 Mai,Excès de vitesse,Véhicule tourisme,Autre,Dommages matériels,17,57,Femme,2024-06-17,2024,6,June,Lundi,3.864269053436714,11.517238307980946,Clair
ACC-01292,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,17,18,Homme,2020-03-21,2020,3,March,Samedi,3.861742800875151,11.520971943019246,Clair
ACC-01293,Rue Narvick,Non-respect des priorités,Bus,Chauffeur professionnel,Dommages matériels,15,57,Homme,2024-06-26,2024,6,June,Mercredi,3.8654733025149355,11.519040752498785,Clair
ACC-01294,Avenue Amadou Ahidjo,Utilisation du téléphone,Véhicule tourisme,Particulier,Dommages matériels,4,29,Homme,2021-10-27,2021,10,October,Mercredi,3.866,11.518,Clair
ACC-01295,Avenue de l'Indépendance,Excès de vitesse,Moto,Particulier,Dommages matériels,4,42,Homme,2022-02-19,2022,2,February,Samedi,3.863,11.521,Clair
ACC-01296,Carrefour J'aime mon pays,Non-respect des priorités,Moto,Particulier,Dommages matériels,20,49,Homme,2023-02-15,2023,2,February,Mercredi,3.8659711733356867,11.515636718507722,Pluie
ACC-01297,Carrefour Poste Centrale,Conduite en état d'ébriété,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,16,57,Homme,2024-02-26,2024,2,February,Lundi,3.861742800875151,11.520971943019246,Pluie
ACC-01298,Carrefour Poste Centrale,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,17,34,Homme,2022-03-01,2022,3,March,Mardi,3.861742800875151,11.520971943019246,Clair
ACC-01299,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,7,19,Homme,2021-05-06,2021,5,May,Jeudi,3.866,11.518,Pluie
ACC-01300,Avenue Amadou Ahidjo,Non-respect des priorités,Véhicule tourisme,Particulier,Dommages matériels,19,34,Homme,2020-08-12,2020,8,August,Mercredi,3.866,11.518,Clair
ACC-01301,Carrefour Poste Centrale,Excès de vitesse,Véhicule utilitaire,Transporteur,Dommages matériels,17,43,Homme,2022-09-13,2022,9,September,Mardi,3.861742800875151,11.520971943019246,Clair
ACC-01302,Rue de Natchigal,Infrastructure déficiente,Véhicule tourisme,Particulier,Dommages matériels,18,26,Homme,2021-02-22,2021,2,February,Lundi,3.862,11.519,Clair
ACC-01303,Carrefour Poste Centrale,Utilisation du téléphone,Taxi,Particulier,Dommages matériels,0,28,Homme,2022-02-18,2022,2,February,Vendredi,3.861742800875151,11.520971943019246,Pluie
ACC-01304,Rue Narvick,Infrastructure déficiente,Véhicule utilitaire,Autre,Dommages matériels,15,18,Homme,2020-05-16,2020,5,May,Samedi,3.8654733025149355,11.519040752498785,Clair
ACC-01305,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,18,20,Femme,2020-08-13,2020,8,August,Jeudi,3.866,11.518,Clair
ACC-01306,Rue de Natchigal,Infrastructure déficiente,Véhicule tourisme,Transporteur,Dommages matériels,16,41,Homme,2023-09-19,2023,9,September,Mardi,3.862,11.519,Clair
ACC-01307,Avenue Amadou Ahidjo,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Mortels,19,48,Homme,2023-06-06,2023,6,June,Mardi,3.866,11.518,Nuit
ACC-01308,Avenue de l'Indépendance,Excès de vitesse,Véhicule tourisme,Transporteur,Dommages matériels,17,51,Homme,2020-11-18,2020,11,November,Mercredi,3.863,11.521,Nuit
ACC-01309,Carrefour J'aime mon pays,Excès de vitesse,Taxi,Chauffeur professionnel,Dommages matériels,10,69,Homme,2023-02-05,2023,2,February,Dimanche,3.8659711733356867,11.515636718507722,Clair
ACC-01310,Avenue de l'Indépendance,Excès de vitesse,Moto,Chauffeur professionnel,Dommages matériels,20,57,Homme,2022-03-22,2022,3,March,Mardi,3.863,11.521,Clair
ACC-01311,Carrefour Poste Centrale,Non-respect des priorités,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,17,32,Homme,2021-03-20,2021,3,March,Samedi,3.861742800875151,11.520971943019246,Nuit
ACC-01312,Rue de Natchigal,Conduite en état d'ébriété,Taxi,Particulier,Dommages matériels,7,20,Homme,2020-01-07,2020,1,January,Mardi,3.862,11.519,Clair
ACC-01313,Rue Narvick,Excès de vitesse,Véhicule utilitaire,Transporteur,Dommages matériels,0,31,Homme,2020-05-07,2020,5,May,Jeudi,3.8654733025149355,11.519040752498785,Clair
ACC-01314,Avenue de l'Indépendance,Non-respect des priorités,Véhicule tourisme,Particulier,Mortels,18,26,Homme,2023-10-08,2023,10,October,Dimanche,3.863,11.521,Clair
ACC-01315,Carrefour Pharmacie du Soleil,Excès de vitesse,Véhicule tourisme,Particulier,Blessures corporelles,18,37,Femme,2020-09-23,2020,9,September,Mercredi,3.8671058413609636,11.516773975142678,Nuit
ACC-01316,Avenue Amadou Ahidjo,Non-respect des priorités,Moto,Particulier,Dommages matériels,5,48,Femme,2021-11-15,2021,11,November,Lundi,3.866,11.518,Pluie
ACC-01317,Carrefour Pharmacie du Soleil,Conduite en état d'ébriété,Véhicule utilitaire,Particulier,Dommages matériels,14,42,Homme,2022-07-16,2022,7,July,Samedi,3.8671058413609636,11.516773975142678,Clair
ACC-01318,Avenue Amadou Ahidjo,Défaillance technique,Taxi,Particulier,Dommages matériels,16,58,Homme,2020-08-01,2020,8,August,Samedi,3.866,11.518,Clair
ACC-01319,Carrefour Poste Centrale,Défaillance technique,Taxi,Particulier,Dommages matériels,19,40,Femme,2020-09-03,2020,9,September,Jeudi,3.861742800875151,11.520971943019246,Nuit
ACC-01320,Carrefour Poste Centrale,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Blessures corporelles,15,18,Homme,2024-06-29,2024,6,June,Samedi,3.861742800875151,11.520971943019246,Clair
ACC-01321,Carrefour J'aime mon pays,Conduite en état d'ébriété,Taxi,Chauffeur professionnel,Dommages matériels,16,26,Homme,2024-06-06,2024,6,June,Jeudi,3.8659711733356867,11.515636718507722,Clair
ACC-01322,Carrefour Poste Centrale,Conduite en état d'ébriété,Taxi,Autre,Dommages matériels,18,41,Homme,2023-10-29,2023,10,October,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-01323,Rue de Natchigal,Utilisation du téléphone,Taxi,Chauffeur professionnel,Dommages matériels,16,38,Homme,2021-02-24,2021,2,February,Mercredi,3.862,11.519,Pluie
ACC-01324,Carrefour J'aime mon pays,Excès de vitesse,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,15,54,Homme,2024-10-04,2024,10,October,Vendredi,3.8659711733356867,11.515636718507722,Clair
ACC-01325,Rue de Natchigal,Excès de vitesse,Véhicule tourisme,Autre,Blessures corporelles,11,35,Femme,2022-11-30,2022,11,November,Mercredi,3.862,11.519,Pluie
ACC-01326,Carrefour J'aime mon pays,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,14,32,Homme,2021-12-17,2021,12,December,Vendredi,3.8659711733356867,11.515636718507722,Clair
ACC-01327,Carrefour Poste Centrale,Conduite en état d'ébriété,Bus,Particulier,Dommages matériels,20,18,Homme,2023-10-03,2023,10,October,Mardi,3.861742800875151,11.520971943019246,Clair
ACC-01328,Avenue de l'Indépendance,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,21,22,Homme,2024-05-03,2024,5,May,Vendredi,3.863,11.521,Clair
ACC-01329,Avenue Amadou Ahidjo,Défaillance technique,Taxi,Particulier,Blessures corporelles,17,39,Homme,2020-05-22,2020,5,May,Vendredi,3.866,11.518,Brouillard
ACC-01330,Carrefour Pharmacie du Soleil,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,21,38,Femme,2020-05-20,2020,5,May,Mercredi,3.8671058413609636,11.516773975142678,Clair
ACC-01331,Rue Narvick,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Blessures corporelles,18,43,Homme,2021-07-18,2021,7,July,Dimanche,3.8654733025149355,11.519040752498785,Clair
ACC-01332,Avenue Amadou Ahidjo,Utilisation du téléphone,Véhicule utilitaire,Particulier,Dommages matériels,16,41,Homme,2020-04-16,2020,4,April,Jeudi,3.866,11.518,Clair
ACC-01333,Carrefour J'aime mon pays,Défaillance technique,Taxi,Particulier,Blessures corporelles,16,33,Homme,2020-02-02,2020,2,February,Dimanche,3.8659711733356867,11.515636718507722,Pluie
ACC-01334,Rue de Natchigal,Conduite en état d'ébriété,Taxi,Particulier,Dommages matériels,4,19,Homme,2023-05-08,2023,5,May,Lundi,3.862,11.519,Pluie
ACC-01335,Rue de Natchigal,Conduite en état d'ébriété,Véhicule tourisme,Autre,Dommages matériels,2,35,Homme,2020-04-28,2020,4,April,Mardi,3.862,11.519,Clair
ACC-01336,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule utilitaire,Chauffeur professionnel,Dommages matériels,19,34,Homme,2024-12-28,2024,12,December,Samedi,3.866,11.518,Clair
ACC-01337,Carrefour Poste Centrale,Infrastructure déficiente,Véhicule tourisme,Particulier,Dommages matériels,5,55,Homme,2020-08-16,2020,8,August,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-01338,Avenue Amadou Ahidjo,Excès de vitesse,Véhicule tourisme,Particulier,Dommages matériels,18,54,Homme,2024-07-11,2024,7,July,Jeudi,3.866,11.518,Clair
ACC-01339,Carrefour Poste Centrale,Infrastructure déficiente,Taxi,Autre,Blessures corporelles,10,27,Homme,2021-11-18,2021,11,November,Jeudi,3.861742800875151,11.520971943019246,Nuit
ACC-01340,Carrefour Poste Centrale,Non-respect des priorités,Véhicule tourisme,Chauffeur professionnel,Dommages matériels,6,25,Homme,2023-04-23,2023,4,April,Dimanche,3.861742800875151,11.520971943019246,Clair
ACC-01341,Carrefour J'aime mon pays,Conduite en état d'ébriété,Véhicule tourisme,Particulier,Dommages matériels,15,18,Homme,2022-04-09,2022,4,April,Samedi,3.8659711733356867,11.515636718507722,Clair
ACC-01342,Carrefour Pharmacie du Soleil,Excès de vitesse,Taxi,Autre,Dommages matériels,19,32,Homme,2022-10-07,2022,10,October,Vendredi,3.8671058413609636,11.516773975142678,Clair
